序号,名  称,一级分类编码,二级分类编码,食部(%),水分(g),能量（千卡）,能量（千焦）,蛋白质(g),脂肪(g),碳水化物(g),膳食纤维(g),胆固醇(mg),灰分(g),维生素A(μgRE),硫胺素(mg),核黄素(mg),维生素B6(mg),维生素B12(mg),叶酸(ug),烟碱(mg),维生素C(mg),维生素E(mg),钙(mg),磷(mg),钾(mg),钠(mg),镁(mg),铁(mg),锌(mg),硒(mg),铜(mg),锰(mg),碘(mg),胡萝卜素(μg),视黄醇(μg),尼克酸/烟酸(mg),α-维生素E(mg)
1029,鸡肝,91,91201,100,74.4,121,507,16.6,4.8,2.8,0.0,356,1.4,10414.0,0.33,1.1,0.0,0.0,0.0,0.0,0.0,1.88,7,263.0,222,92.0,16,12.0,2.4,38.55,0.32,0.24,0,0,10414.0,11.9,1.88
1030,鸡肝（肉鸡）,91,91202,100,74.0,121,510,16.7,4.5,3.5,0.0,476,1.3,2867.0,0.32,0.58,0.0,0.0,0.0,0.0,0.0,0.75,4,216.0,321,98.2,17,9.6,3.46,0.0,0.35,0.07,0,0,2867.0,0.0,0.02
1031,鸡心,91,91203,100,70.8,172,717,15.9,11.8,0.6,0.0,194,0.9,910.0,0.46,0.26,0.0,0.0,0.0,0.0,0.0,0.0,54,176.0,220,108.4,11,4.7,1.94,4.1,0.27,0.04,0,0,910.0,11.5,0.0
1032,鸡血,91,91204,100,87.0,49,210,7.8,0.2,4.1,0.0,170,0.9,56.0,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.21,10,68.0,136,208.0,4,25.0,0.45,12.13,0.03,0.03,0,0,56.0,0.1,0.17
1033,鸡肫[鸡胗],91,91205,100,73.1,118,498,19.2,2.8,4.0,0.0,174,0.9,36.0,0.04,0.09,0.0,0.0,0.0,0.0,0.0,0.87,7,135.0,272,74.8,15,4.4,2.76,10.54,2.11,0.06,0,0,36.0,3.4,0.0
1034,扒鸡,91,91301,66,56.0,217,910,29.6,11.0,0.0,0.0,211,3.4,32.0,0.02,0.17,0.0,0.0,0.0,0.0,0.0,0.0,31,157.0,149,1000.7,24,2.9,3.23,8.1,0.05,0.01,0,0,32.0,9.2,0.0
1035,炸鸡块[肯德鸡],91,91303,70,49.4,279,1164,20.3,17.3,10.5,0.0,198,2.5,23.0,0.03,0.17,0.0,0.0,0.0,0.0,0.0,6.44,109,530.0,232,755.0,28,2.2,1.66,11.2,0.11,0.12,0,0,23.0,16.7,0.8
1036,卤煮鸡,91,91304,70,54.4,212,891,29.4,7.9,5.8,0.0,0,2.5,76.0,0.02,0.35,0.0,0.0,0.0,0.0,0.0,0.9,71,18.0,40,221.7,43,5.4,4.42,17.0,0.62,0.17,0,0,76.0,0.2,0.0
1037,瓦罐鸡汤（肉）,91,91305,100,63.3,190,795,20.9,9.5,5.2,0.0,116,1.1,63.0,0.01,0.21,0.0,0.0,0.0,0.0,0.0,1.08,16,62.0,23,201.2,8,1.9,2.2,0.0,0.16,0.0,0,0,63.0,0.5,1.08
1038,瓦罐鸡汤（汤）,91,91306,100,95.2,27,111,1.3,2.4,0.0,0.0,24,1.1,0.0,0.01,0.07,0.0,0.0,0.0,0.0,0.0,0.21,2,20.0,39,251.4,5,0.3,0.0,0.0,0.01,0.0,0,0,0.0,0.0,0.21
1039,鸡肉松,91,91307,100,4.9,440,1848,7.2,16.4,65.8,0.0,81,5.7,90.0,0.03,0.11,0.0,0.0,0.0,1.0,0.0,14.58,76,83.0,109,1687.8,29,7.1,0.58,3.07,0.07,0.68,0,0,90.0,1.0,3.0
1040,扒鸡（五香脱骨）,91,91308,77,59.7,206,862,23.4,10.8,3.8,0.0,36,2.3,138.0,0.03,0.11,0.0,0.0,0.0,4.7,0.0,0.84,222,307.0,131,633.2,13,1.7,1.43,10.9,0.05,0.09,0,0,138.0,0.0,0.5
1041,烤鸡,91,91309,73,59.0,240,1103,22.4,16.7,0.1,0.0,99,1.8,37.0,0.05,0.19,0.0,0.0,0.0,0.0,0.0,0.22,25,136.0,142,472.3,14,1.7,1.38,3.84,0.1,0.11,0,0,37.0,3.5,0.0
1042,鸭（代表值）,92,92101,68,63.9,240,996,15.5,19.7,0.2,0.0,94,0.7,52.0,0.08,0.22,0.0,0.0,0.0,4.2,0.0,0.27,6,122.0,191,69.0,14,2.2,1.33,12.25,0.21,0.06,0,0,52.0,4.2,0.17
1043,公麻鸭,92,92102,63,47.9,360,1490,14.3,30.9,6.1,0.0,143,0.8,238.0,0.05,0.11,0.0,0.0,0.0,0.0,0.0,0.13,4,122.0,109,61.6,16,3.0,1.9,0.0,0.29,0.09,0,0,238.0,0.0,0.0
1044,母麻鸭,92,92103,75,40.2,461,1902,13.0,44.8,1.4,0.0,132,0.6,476.0,0.06,0.09,0.0,0.0,0.0,0.0,0.0,0.6,9,64.0,155,48.8,20,2.9,1.38,0.0,0.21,0.09,0,0,476.0,0.0,0.0
1045,鸭胸脯肉,92,92104,100,78.6,90,379,15.0,1.5,4.0,0.0,121,0.9,0.0,0.01,0.07,0.0,0.0,0.0,0.0,0.0,1.98,6,86.0,126,60.2,24,4.1,1.17,12.62,0.27,0.01,0,0,0.0,4.2,1.26
1046,鸭皮,92,92105,100,28.1,538,2225,6.5,50.2,15.1,0.0,46,0.1,21.0,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,6,42.0,38,26.2,0,3.1,0.64,4.7,0.0,0.0,0,0,21.0,1.0,0.0
1047,鸭翅,92,92106,67,70.6,146,613,16.5,6.1,6.3,0.0,49,0.5,14.0,0.02,0.16,0.0,0.0,0.0,0.0,0.0,0.0,20,84.0,100,53.6,5,2.1,0.74,10.0,0.0,0.0,0,0,14.0,2.4,0.0
1048,鸭掌,92,92107,59,64.7,150,633,26.9,1.9,6.2,0.0,36,0.3,11.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,24,91.0,28,61.1,3,1.3,0.54,5.42,0.0,0.0,0,0,11.0,1.1,0.0
1049,鸭肠,92,92201,53,77.0,129,537,14.2,7.8,0.4,0.0,187,0.6,16.0,0.02,0.22,0.0,0.0,0.0,0.0,0.0,0.0,31,166.0,136,32.0,13,2.3,1.19,24.9,0.18,0.0,0,0,16.0,3.1,0.0
1050,鸭肝,92,92202,100,76.3,128,533,14.5,7.5,0.5,0.0,341,1.2,1040.0,0.26,1.05,0.0,0.0,0.0,0.0,18.0,1.41,18,283.0,230,87.2,18,23.1,3.08,57.27,1.31,0.28,0,0,1040.0,6.9,0.27
1051,鸭肝（公麻鸭）,92,92203,100,69.8,136,573,14.7,4.1,10.1,0.0,313,1.3,2850.0,0.15,0.34,0.0,0.0,0.0,0.0,0.0,0.25,1,102.0,236,99.3,12,35.1,3.92,0.0,3.51,0.25,0,0,2850.0,0.0,0.03
1052,鸭肝（母麻鸭）,92,92204,100,73.5,113,478,16.8,2.5,5.9,0.0,255,1.3,4675.0,0.35,0.65,0.0,0.0,0.0,0.0,0.0,1.11,1,252.0,289,107.5,13,50.1,6.91,0.0,6.27,0.28,0,0,4675.0,0.0,0.05
1053,鸭舌[鸭条],92,92205,61,62.6,245,1018,16.6,19.7,0.4,0.0,118,0.7,35.0,0.01,0.21,0.0,0.0,0.0,0.0,0.0,0.23,13,94.0,44,81.5,6,2.2,0.65,12.5,0.0,0.0,0,0,35.0,1.6,0.0
1054,鸭心,92,92206,100,74.5,143,596,12.8,8.9,2.9,0.0,120,0.9,24.0,0.14,0.87,0.0,0.0,0.0,0.0,0.0,0.81,20,188.0,233,86.2,18,5.0,1.38,15.3,0.37,0.0,0,0,24.0,8.0,0.53
1055,鸭血（白鸭）,92,92207,100,72.6,108,457,13.6,0.4,12.4,0.0,95,1.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.34,5,87.0,166,173.6,8,30.5,0.5,0.0,0.06,0.04,0,0,0.0,0.0,0.34
1056,鸭血（公麻鸭）,92,92208,100,85.1,56,239,13.2,0.4,0.0,0.0,95,1.3,57.0,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.1,3,127.0,186,198.6,11,31.8,0.9,0.0,0.08,0.12,0,0,57.0,0.0,0.1
1057,鸭血（母麻鸭）,92,92209,100,85.6,55,234,13.1,0.3,0.0,0.0,95,1.0,110.0,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.1,2,127.0,185,175.2,9,39.6,0.94,0.0,0.08,0.09,0,0,110.0,0.0,0.05
1058,鸭胰,92,92210,97,72.6,117,493,21.7,2.9,1.0,0.0,230,1.8,6.0,0.02,0.78,0.0,0.0,0.0,0.0,9.0,0.0,20,554.0,84,55.7,41,1.9,4.16,26.2,0.08,0.05,0,0,6.0,3.2,0.0
1059,鸭肫,92,92211,93,77.8,92,388,17.9,1.3,2.1,0.0,153,0.9,6.0,0.04,0.15,0.0,0.0,0.0,0.0,0.0,0.21,12,134.0,284,69.2,18,4.3,2.77,15.95,0.18,0.08,0,0,6.0,4.4,0.11
1060,鸭肫（公麻鸭）,92,92212,100,72.6,112,473,19.8,1.2,5.4,0.0,295,1.0,48.0,0.05,0.08,0.0,0.0,0.0,0.0,0.0,0.12,2,116.0,351,70.1,19,3.9,3.73,0.0,0.14,0.12,0,0,48.0,0.0,0.08
1061,鸭肫（母麻鸭）,92,92213,100,72.9,126,529,20.4,4.2,1.6,0.0,291,0.9,102.0,0.04,0.09,0.0,0.0,0.0,0.0,0.0,0.12,1,144.0,349,69.0,1,4.0,4.03,0.0,0.14,0.19,0,0,102.0,0.0,0.0
1062,北京烤鸭,92,92301,80,38.2,436,1805,16.6,38.4,6.0,0.0,0,0.8,36.0,0.04,0.32,0.0,0.0,0.0,0.0,0.0,0.97,35,175.0,247,83.0,13,2.4,1.25,10.32,0.12,0.0,0,0,36.0,4.5,0.09
1063,北京填鸭,92,92302,75,45.0,425,1753,9.3,41.3,3.9,0.0,96,0.5,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,15,149.0,139,45.5,6,1.6,1.31,5.8,0.0,0.0,0,0,30.0,4.2,0.26
1064,红烧鸭（罐头）,92,92303,100,51.4,338,1399,15.3,30.5,0.6,0.0,0,2.2,26.0,0.13,0.18,0.0,0.0,0.0,0.0,0.0,0.1,29,467.0,115,628.3,17,2.5,1.55,11.5,0.12,0.0,0,0,26.0,3.8,0.0
1065,酱鸭,92,92304,80,53.6,266,1109,18.9,18.4,6.3,0.0,107,2.8,11.0,0.06,0.22,0.0,0.0,0.0,0.0,0.0,0.0,14,140.0,236,981.3,13,4.1,2.69,15.74,0.26,0.02,0,0,11.0,3.7,0.0
1066,酱鸭（加梅菜，罐头）,92,92305,93,61.9,248,1046,11.8,21.7,2.5,1.2,35,2.1,26.0,0.11,0.13,0.0,0.0,0.0,0.0,0.0,0.1,29,208.0,130,474.5,24,2.8,3.03,10.4,0.14,0.14,0,0,26.0,6.1,0.0
1067,盐水鸭（熟）,92,92306,81,51.7,313,1296,16.6,26.1,2.8,0.0,81,2.8,35.0,0.07,0.21,0.0,0.0,0.0,0.0,0.0,0.42,10,112.0,218,1557.5,14,0.7,2.04,15.37,0.32,0.05,0,0,35.0,2.5,0.22
1068,烤鸭（老唐牌）,92,92307,60,57.0,309,1281,20.3,25.3,0.0,0.0,78,2.4,170.0,0.06,0.19,0.0,0.0,0.0,3.0,0.0,1.06,7,102.0,187,776.4,6,1.3,2.76,16.3,0.2,0.1,0,0,170.0,0.0,0.55
1069,烤鸭（全聚德牌）,92,92308,65,33.4,530,2187,18.1,50.8,0.0,0.0,0,0.7,107.0,0.13,0.25,0.0,0.0,0.0,2.7,0.0,0.0,11,147.0,103,29.9,8,1.6,1.69,24.83,0.0,0.0,0,0,107.0,0.0,0.0
1070,鹅,93,93101,63,61.4,251,1041,17.9,19.9,0.0,0.0,74,0.8,42.0,0.07,0.23,0.0,0.0,0.0,4.9,0.0,0.22,4,144.0,232,58.8,18,3.8,1.36,17.68,0.43,0.04,0,0,42.0,4.9,0.22
1071,鹅肝,93,93201,100,70.7,129,542,15.2,3.4,9.3,0.0,285,1.4,6100.0,0.27,0.25,0.0,0.0,0.0,0.0,0.0,0.29,2,216.0,336,70.2,11,7.8,3.56,0.0,7.78,0.32,0,0,6100.0,0.0,0.2
1072,鹅肫,93,93202,100,76.3,100,422,19.6,1.9,1.1,0.0,153,1.1,51.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,2,112.0,410,58.2,9,4.7,4.04,0.0,0.14,0.05,0,0,51.0,0.0,0.0
1073,鹅血,93,93203,100,81.8,74,316,18.6,0.0,0.0,0.0,141,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,4,89.0,163,80.5,6,37.7,0.47,0.0,0.0,0.0,0,0,2.0,0.0,0.11
1074,烧鹅,93,93301,73,52.8,289,1202,19.7,21.5,4.2,0.0,116,1.8,9.0,0.09,0.11,0.0,0.0,0.0,3.6,0.0,0.07,91,202.0,22,240.0,7,3.8,2.0,7.68,0.26,0.06,0,0,9.0,3.6,0.0
1075,腊鹅,93,93302,54,15.8,410,1717,24.6,21.5,29.6,0.0,0,8.5,0.0,0.13,0.54,0.0,0.0,0.0,5.63,0.0,0.0,36,317.0,388,2880.0,27,7.8,3.25,14.32,1.02,0.16,0,0,0.0,0.0,0.0
1076,火鸡腿,94,94101,100,77.8,91,384,20.0,1.2,0.0,0.0,58,1.0,0.0,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.07,12,470.0,708,168.4,49,5.2,9.26,15.5,0.45,0.04,0,0,0.0,8.3,0.0
1077,火鸡胸脯肉,94,94102,100,73.6,103,436,22.4,0.2,2.8,0.0,49,1.0,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.35,39,116.0,227,93.7,31,1.1,0.52,9.9,0.0,0.03,0,0,0.0,16.2,0.14
1078,火鸡肝,94,94201,100,69.9,143,600,20.0,5.6,3.1,0.0,294,1.4,0.0,0.06,1.21,0.0,0.0,0.0,0.0,0.0,1.13,3,225.0,244,128.6,18,20.7,1.74,36.0,0.02,0.13,0,0,0.0,43.0,0.51
1079,火鸡肫,94,94202,100,76.5,91,387,18.9,0.3,3.2,0.0,342,1.1,0.0,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.33,44,108.0,352,57.0,24,3.7,2.62,16.3,0.0,0.03,0,0,0.0,7.8,0.25
1080,火鸡腿（熟）,94,94203,85,72.5,100,422,16.7,0.7,6.6,0.0,0,3.6,0.0,0.02,0.14,0.0,0.0,0.0,1.29,0.0,0.0,17,161.0,253,1071.0,16,1.2,2.5,13.12,0.08,0.04,0,0,0.0,0.0,0.0
1081,鸽,99,99001,42,66.6,201,835,16.5,14.2,1.7,0.0,99,1.0,53.0,0.06,0.2,0.0,0.0,0.0,0.0,0.0,0.99,30,136.0,334,63.6,27,3.8,0.82,11.08,0.24,0.05,0,0,53.0,6.9,0.7
1082,鹌鹑,99,99002,58,75.1,110,462,20.2,3.1,0.2,0.0,157,1.4,40.0,0.04,0.32,0.0,0.0,0.0,0.0,0.0,0.44,48,179.0,204,48.4,20,2.3,1.19,11.67,0.1,0.08,0,0,40.0,6.3,0.23
1083,乳鸽,99,99003,56,57.5,352,1454,11.3,34.1,0.0,0.0,0,1.5,46.0,0.08,0.36,0.0,0.0,0.0,2.48,0.0,0.0,866,573.0,163,653.8,21,2.0,2.4,11.97,0.09,0.04,0,0,46.0,0.0,0.0
1084,乳鸽（红烧）,99,99004,82,59.0,255,1057,16.9,20.8,0.0,0.0,0,4.0,0.0,0.04,0.36,0.0,0.0,0.0,3.27,0.0,0.0,1614,1050.0,385,1809.8,61,8.8,6.33,24.44,0.42,0.29,0,0,0.0,0.0,0.0
1085,纯牛奶（代表值，全脂）,101,101101,100,87.6,65,271,3.3,3.6,4.9,0.0,17,0.7,54.0,0.03,0.12,0.0,0.0,0.0,0.11,0.0,0.13,107,90.0,180,63.7,11,0.3,0.28,1.34,0.01,0.01,0,0,54.0,0.1,0.09
1086,纯牛奶（全脂，美国牛）,101,101102,100,88.6,59,246,2.9,3.2,4.6,0.0,26,0.7,9.0,0.13,0.18,0.0,0.0,0.0,0.0,1.0,0.0,108,68.0,127,40.2,19,0.1,0.33,2.38,0.14,0.01,0,0,9.0,0.0,0.0
1087,纯牛奶（全脂，德国牛）,101,101104,100,88.1,60,250,3.1,3.0,5.1,0.0,32,0.7,13.0,0.12,0.16,0.0,0.0,0.0,0.0,0.0,0.0,114,87.0,120,45.8,19,0.1,0.38,2.5,0.16,0.01,0,0,13.0,0.0,0.0
1088,纯牛奶（全脂，光明牌）,101,101105,100,88.0,61,256,3.1,3.2,5.0,0.0,3,0.7,28.0,0.02,0.1,0.0,0.0,0.0,0.13,0.0,0.07,85,87.0,132,24.8,8,0.1,0.25,1.7,0.01,0.01,0,0,28.0,0.0,0.07
1089,纯牛奶（全脂，伊利牌）,101,101106,100,86.9,68,283,3.2,3.7,5.4,0.0,0,0.8,16.0,0.02,0.13,0.0,0.0,0.0,0.08,0.0,0.0,110,103.0,348,49.5,12,0.1,0.45,1.51,0.02,0.0,0,0,16.0,0.0,0.0
1090,纯牛奶（代表值，低脂）,101,101152,100,89.4,47,197,3.5,1.5,4.8,0.0,9,0.7,45.0,0.02,0.16,0.0,0.0,0.0,0.07,0.0,0.07,111,106.0,232,80.1,10,0.2,0.2,1.49,0.02,0.0,0,0,45.0,0.0,0.06
1091,纯牛奶（代表值，脱脂）,101,101161,100,91.0,34,146,3.5,0.3,4.6,0.0,4,0.7,37.0,0.03,0.16,0.0,0.0,0.0,0.07,0.0,0.05,117,98.0,200,127.3,12,0.3,0.28,1.05,0.0,0.0,0,0,37.0,0.0,0.05
1092,牛乳（全脂，强化VA，VD）,101,101166,100,89.0,51,213,2.7,2.0,5.6,0.0,0,0.7,66.0,0.02,0.08,0.0,0.0,0.0,0.0,3.0,0.0,140,60.0,130,42.6,14,0.2,0.38,1.36,0.04,0.03,0,0,66.0,0.1,0.0
1093,鲜牛奶（代表值，全脂）,101,101187,100,87.1,67,280,3.4,3.7,5.1,0.0,21,0.7,73.0,0.02,0.12,0.0,0.0,0.0,0.0,0.0,0.11,113,103.0,127,120.3,12,0.3,0.24,0.0,0.01,0.01,0,0,73.0,0.0,0.09
1094,羊乳,101,101201,100,88.9,59,247,1.5,3.5,5.4,0.0,31,0.7,84.0,0.04,0.12,0.0,0.0,0.0,0.0,0.0,0.19,82,98.0,135,20.6,0,0.5,0.29,1.75,0.04,0.0,0,0,84.0,2.1,0.0
1095,人乳,101,101301,100,87.6,65,274,1.3,3.4,7.4,0.0,11,0.3,11.0,0.01,0.05,0.0,0.0,0.0,0.0,5.0,0.0,30,13.0,0,0.0,32,0.1,0.28,0.0,0.03,0.0,0,0,11.0,0.2,0.0
1096,鲜驼奶,101,101501,100,82.2,86,359,3.6,3.5,9.9,0.0,8,0.8,38.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,50,60.0,175,55.9,10,0.1,0.51,0.0,0.01,0.01,0,0,38.0,0.0,0.0
1097,全脂奶粉（多维奶粉）,102,102101,100,2.8,484,2027,19.9,22.7,49.9,0.0,68,4.7,77.0,0.28,6.68,0.0,0.0,0.0,0.0,9.0,0.48,1797,324.0,1910,567.8,22,1.4,3.71,16.8,0.11,0.02,0,0,77.0,0.5,0.48
1098,全脂甜奶粉,102,102102,100,1.2,490,2054,22.5,23.4,47.4,0.0,0,5.5,183.0,0.42,0.26,0.0,0.0,0.0,0.0,0.0,0.27,495,1018.0,841,450.8,81,0.7,2.3,7.45,0.07,0.08,0,0,183.0,0.4,0.27
1099,全脂奶粉,102,102103,100,2.3,478,2005,20.1,21.2,51.7,0.0,110,4.7,141.0,0.11,0.73,0.0,0.0,0.0,0.0,4.0,0.48,676,469.0,449,260.1,79,1.2,3.14,11.8,0.09,0.09,0,0,141.0,0.9,0.48
1100,全脂奶粉（速溶）,102,102104,100,2.3,466,1956,19.9,18.9,54.0,0.0,71,4.9,272.0,0.08,0.8,0.0,0.0,0.0,0.0,7.0,1.29,659,571.0,541,247.6,73,2.9,2.16,7.98,0.12,0.05,0,0,272.0,0.5,0.0
1101,全脂奶粉（全脂羊乳粉）,102,102201,100,1.4,498,2085,18.8,25.2,49.0,0.0,75,5.6,0.0,0.06,1.6,0.0,0.0,0.0,0.0,0.0,0.2,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.9,0.07
1102,酸奶（代表值）,103,103001,100,81.0,86,363,2.8,2.6,12.9,0.0,8,0.7,23.0,0.03,0.12,0.0,0.0,0.0,0.0,1.3,0.12,128,76.0,150,37.7,11,0.3,0.43,1.3,0.04,0.01,0,0,23.0,0.2,0.12
1103,酸奶（高蛋白）,103,103002,100,86.6,62,260,3.2,2.2,7.3,0.0,0,0.7,0.0,0.07,0.08,0.0,0.0,0.0,0.0,0.0,0.0,161,52.0,135,43.0,15,0.0,0.54,1.7,0.0,0.0,0,0,0.0,0.1,0.0
1104,酸奶（脱脂）,103,103003,100,85.5,57,241,3.3,0.4,10.0,0.0,18,0.8,0.0,0.02,0.1,0.0,0.0,0.0,0.0,1.0,0.0,146,91.0,156,27.7,10,0.1,0.51,1.46,0.01,0.02,0,0,0.0,0.1,0.0
1105,酸奶（低脂）,103,103004,100,85.8,64,269,2.7,1.9,9.0,0.0,12,0.6,32.0,0.02,0.13,0.0,0.0,0.0,0.0,1.0,0.13,81,59.0,130,13.0,10,0.0,0.68,0.74,0.01,0.01,0,0,32.0,0.1,0.13
1106,酸奶（果料）,103,103005,100,84.4,67,281,3.1,1.4,10.4,0.0,15,0.7,19.0,0.03,0.19,0.0,0.0,0.0,0.0,2.0,0.69,140,90.0,111,32.5,11,0.4,0.56,0.98,0.04,0.03,0,0,19.0,0.1,0.0
1107,酸奶（橘味，脱脂）,103,103006,100,87.6,48,205,3.2,0.3,8.2,0.0,15,0.7,1.0,0.02,0.21,0.0,0.0,0.0,0.0,5.0,0.03,89,73.0,128,2.6,11,0.2,0.27,0.73,0.01,0.01,0,0,1.0,0.1,0.03
1108,酸奶（果粒）,103,103007,100,78.5,98,412,3.3,2.9,14.6,0.0,0,0.7,0.0,0.03,0.18,0.0,0.0,0.0,0.08,1.0,0.0,61,103.0,241,53.8,8,0.1,0.39,1.19,0.01,0.02,0,0,0.0,0.0,0.0
1109,奶酪[干酪],104,104001,100,43.5,328,1366,25.7,23.5,3.5,0.0,11,3.8,152.0,0.06,0.91,0.0,0.0,0.0,0.0,0.0,0.6,799,326.0,75,584.6,57,2.4,6.97,1.5,0.13,0.16,0,0,152.0,0.6,0.6
1110,奶豆腐（脱脂）,104,104002,100,14.7,343,1456,53.7,2.5,26.5,0.0,36,2.6,0.0,0.03,0.27,0.0,0.0,0.0,0.0,1.0,0.0,360,773.0,188,55.4,25,12.4,1.81,7.2,0.21,0.17,0,0,0.0,0.4,0.0
1111,奶豆腐（鲜）,104,104003,100,31.9,305,1287,46.2,7.8,12.5,0.0,36,1.6,0.0,0.01,0.69,0.0,0.0,0.0,0.0,0.0,0.0,597,657.0,240,90.2,17,3.1,2.48,11.6,0.34,0.09,0,0,0.0,0.7,0.0
1112,奶疙瘩[奶酪干，干酸奶],104,104004,100,8.9,426,1793,55.1,15.0,17.7,0.0,51,3.3,0.0,0.05,0.24,0.0,0.0,0.0,0.0,2.0,0.0,730,689.0,314,79.3,49,18.7,5.24,14.68,2.23,0.22,0,0,0.0,0.8,0.0
1113,奶酪（契达干酪，普通）,104,104005,100,36.0,412,1708,25.5,34.4,0.1,0.0,100,0.0,363.0,0.03,0.4,0.0,0.0,0.0,0.0,0.0,0.53,720,490.0,77,670.0,25,0.3,2.3,12.0,0.03,0.0,0,225,363.0,0.1,0.0
1114,奶酪（契达干酪，脱脂）,104,104006,100,47.1,261,1091,31.5,15.0,0.0,0.0,43,0.0,182.0,0.03,0.53,0.0,0.0,0.0,0.0,0.0,0.39,840,620.0,110,670.0,39,0.2,2.8,15.0,0.05,0.0,0,100,182.0,0.1,0.0
1115,曲拉,104,104007,100,8.2,356,1510,39.1,2.9,43.4,0.0,0,6.4,216.0,0.07,0.16,0.0,0.0,0.0,0.0,0.0,0.54,1217,1135.0,166,285.2,143,5.8,3.09,2.21,0.1,0.09,0,0,216.0,0.1,0.51
1116,奶酪（全脂软酪）,104,104008,100,58.0,313,1293,8.6,31.0,0.0,0.0,90,0.0,0.0,0.03,0.17,0.0,0.0,0.0,0.0,0.0,0.0,110,130.0,150,330.0,9,0.1,0.7,3.0,0.1,0.0,0,0,0.0,0.1,0.0
1117,酸酪蛋,104,104009,100,11.2,443,1856,40.4,20.4,24.4,0.0,120,3.6,0.0,0.05,0.44,0.0,0.0,0.0,0.0,0.0,0.0,756,682.0,512,130.8,47,20.6,3.02,10.93,1.04,0.3,0,0,0.0,1.0,0.0
1118,奶酪（羊乳酪）,104,104010,100,56.5,250,1038,15.6,20.2,1.5,0.0,70,0.0,226.0,0.04,0.21,0.0,0.0,0.0,0.0,0.0,0.37,360,280.0,95,1440.0,20,0.2,0.9,0.0,0.07,0.0,0,33,226.0,0.2,0.0
1119,奶酪（中脂软酪）,104,104011,100,69.5,180,746,9.2,14.5,3.1,0.0,42,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0,0.0,0,0.0,0,0.0,0.0,3.0,0.0,0.0,0,175,224.0,0.0,0.0
1120,奶酪（光明牌）,104,104012,100,43.0,348,1442,16.5,28.4,6.5,0.0,0,5.6,0.0,0.07,0.45,0.0,0.0,0.0,0.0,0.0,0.0,445,389.0,315,1598.0,20,0.2,2.35,5.08,0.02,0.01,0,0,0.0,0.0,0.0
1121,奶酪（骑士牌）,104,104013,100,31.7,386,1608,23.0,25.4,16.3,0.0,0,3.6,0.0,0.19,0.3,0.0,0.0,0.0,0.05,0.0,0.0,796,307.0,42,531.8,35,2.2,5.03,0.0,0.06,0.1,0,0,0.0,0.0,0.0
1122,低脂奶酪,104,104014,100,48.0,241,1011,21.6,11.6,12.6,0.0,37,6.2,0.0,0.06,0.49,0.0,0.0,0.0,0.0,0.0,0.0,522,606.0,368,1684.8,29,0.2,3.41,6.82,0.03,0.02,0,0,0.0,0.0,0.0
1123,硬质干酪,104,104015,100,37.3,411,1702,24.9,34.5,0.1,0.0,100,0.0,312.0,0.03,0.41,0.0,0.0,0.0,0.1,0.0,0.0,731,500.0,76,687.0,29,0.3,4.1,6.0,0.05,0.0,0,215,312.0,0.0,0.0
1124,奶油,105,105001,100,0.7,879,3616,0.7,97.0,0.9,0.0,209,0.7,297.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.99,14,11.0,226,268.0,2,1.0,0.09,0.7,0.42,0.0,0,0,297.0,0.0,1.17
1125,奶油（焦克）,105,105002,100,48.1,447,1838,3.0,48.3,0.0,0.0,92,0.6,0.0,0.05,0.16,0.0,0.0,0.0,0.0,0.0,0.0,202,82.0,138,41.1,10,1.0,0.32,5.5,0.02,0.1,0,0,0.0,0.2,0.0
1126,奶油（食品工业）,105,105003,100,43.4,504,2072,1.1,55.5,0.0,0.0,103,0.3,345.0,0.01,0.16,0.0,0.0,0.0,0.0,0.0,2.19,20,32.0,1064,190.8,2,0.1,1.1,0.94,0.03,0.83,0,0,345.0,0.1,1.74
1127,黄油,105,105004,100,0.5,888,3650,1.4,98.0,0.0,0.0,296,0.1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,35,8.0,39,40.3,7,0.8,0.11,1.6,0.01,0.05,0,0,0.0,0.0,0.0
1128,黄油渣,105,105005,100,4.7,599,2489,11.1,43.8,40.0,0.0,150,0.4,0.0,0.03,0.47,0.0,0.0,0.0,0.0,0.0,0.0,597,288.0,160,60.2,97,2.6,1.17,1.1,0.11,1.18,0,0,0.0,0.4,0.0
